,job_title,salary,working_years,education,company,company_address,industry,is_public,employee_numbers,job_detail_url
156,数据分析师,18k-25k,3-5年,本科,客路旅行,深圳 福田区 车公庙,旅游,D轮及以上,1000-9999人,https://www.zhipin.com/job_detail/bc82bc18de996ed91X173tm5FlA~.html
203,数据分析师,10-20K,3-5年,本科,酷开,深圳 宝安区 石岩,移动互联网,D轮及以上,500-999人,https://www.zhipin.com/job_detail/d39a3111f965caba1Xx_39y6FVU~.html
80,数据分析师,12k-20k,1-3年,本科,昆仑医云,深圳 南山区 蛇口,医疗健康,不需要融资,100-499人,https://www.zhipin.com/job_detail/c5d0a692f831331b1HJ53Ny6F1c~.html
68,电商数据分析工程师,15k-25k,3-5年,本科,乐信集团,深圳 南山区 科技园,移动互联网,已上市,1000-9999人,https://www.zhipin.com/job_detail/70c68fda1644f4951nV-3Ny8ElI~.html
212,数据分析师,10-15K,1-3年,本科,陆金所,深圳 福田区 莲花,互联网金融,C轮,1000-9999人,https://www.zhipin.com/job_detail/c43842da979b9e291HF93t-9E1s~.html
78,数据分析员,10k-15k,1-3年,本科,路通网络,深圳 南山区 科技园,互联网,不需要融资,500-999人,https://www.zhipin.com/job_detail/34af276398d0fd601HB53dy1FFc~.html
48,高级数据分析师,15k-20k,1-3年,本科,妈妈资本,深圳 南山区 科技园,互联网金融,A轮,100-499人,https://www.zhipin.com/job_detail/76c6861d988ca52c1HB409S1GVA~.html
201,数据分析师,15-30K,5-10年,本科,马上消费金融,深圳 福田区 保税区,互联网金融,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/5b60802614479ae31nV_2tm4FFA~.html
204,高级数据分析师,10-15K,1-3年,本科,麦点传媒科技,深圳 南山区 科技园,广告营销,A轮,20-99人,https://www.zhipin.com/job_detail/a025681cd960ac8b1Hd72d64ElQ~.html
216,数据分析,4-6K,1-3年,大专,美菜,深圳 宝安区 沙井,移动互联网,D轮及以上,10000人以上,https://www.zhipin.com/job_detail/fd101a28e42854e51XVy09W6FFs~.html
106,数据分析经理,12k-20k,3-5年,本科,美联英语,深圳 福田区 八卦岭,培训机构,D轮及以上,1000-9999人,https://www.zhipin.com/job_detail/7512d739cbdc41311HJ82N2_FFY~.html
70,数据分析师,11k-20k,3-5年,本科,妙严,深圳 南山区 科技园,互联网,天使轮,20-99人,https://www.zhipin.com/job_detail/4a70f2167dca33391nB63929GFU~.html
131,数据分析师（业务数据）,7k-10k,1-3年,本科,纳什空间,深圳 福田区 皇岗,互联网,B轮,500-999人,https://www.zhipin.com/job_detail/f5e21b0094732d7c1HR839S_FVU~.html
181,数据分析工程师,15-30K,3-5年,本科,柠创,深圳 福田区 华侨城,智能硬件,C轮,20-99人,https://www.zhipin.com/job_detail/1bbc91ec692386f61XBz2d-9F1Q~.html
144,库存数据分析员,6k-8k,1年以内,本科,纽泰睿,深圳 福田区 梅林,电子商务,未融资,20-99人,https://www.zhipin.com/job_detail/8c7ae27b894c02e61Hd90tS8ElA~.html
231,电商数据分析师助理,3k-8k,应届生,大专,鹏达通云,深圳 龙岗区 双龙,电子商务,不需要融资,0-20人,https://www.zhipin.com/job_detail/9a5418e61fb45e981nx909i1FFU~.html
133,高级数据分析师(技术),15k-30k,3-5年,本科,票据宝,深圳 南山区 科技园,互联网金融,B轮,100-499人,https://www.zhipin.com/job_detail/8abd4173f273eb201nd52dy0FlA~.html
16,高级数据分析师,12k-18k,3-5年,本科,启明星,深圳 南山区 科技园,电子商务,B轮,100-499人,https://www.zhipin.com/job_detail/a8c4c2b0b2f3c0511HFz3tu-E1U~.html
18,数据分析师,8k-16k,1-3年,本科,前海数据,深圳 南山区 深圳湾,企业服务,未融资,20-99人,https://www.zhipin.com/job_detail/3092fd59f0eefd071nx509u8EFQ~.html
129,实习生（数据分析方向）,2k-6k,应届生,本科,前海数据,深圳 南山区 深圳湾,企业服务,未融资,20-99人,https://www.zhipin.com/job_detail/5bfcc2af0f8a4dd41XR53929ElA~.html
149,数据分析可视化产品经理,10k-15k,1年以内,本科,前海数据,深圳  ,企业服务,未融资,20-99人,https://www.zhipin.com/job_detail/4714e4eb828d308d1HB_2N2_GFo~.html
150,数据分析师（基础建设方向）,8k-16k,1-3年,本科,前海数据,深圳 南山区 深圳湾,企业服务,未融资,20-99人,https://www.zhipin.com/job_detail/970e9fb8b43d11f81XZ429q4F1E~.html
198,数据分析员（医药）,7-10K,3-5年,本科,全药网,深圳 南山区 科技园,医疗健康,未融资,100-499人,https://www.zhipin.com/job_detail/635ee4aff3ab25621nNy2d68EFQ~.html
97,数据分析师,4k-8k,1年以内,本科,融臻,深圳 罗湖区 宝安南路沿线,互联网金融,未融资,100-499人,https://www.zhipin.com/job_detail/060d49df10d6af3b1HBy39q4ElM~.html
102,资深数据分析挖掘工程师,15k-25k,1-3年,本科,瑞盛特,深圳 南山区 科技园,计算机软件,不需要融资,100-499人,https://www.zhipin.com/job_detail/d468bb9bb8a8406f1HB73Ni7FFs~.html
21,数据分析师,25k-50k,3-5年,硕士,上海冰鉴,深圳 福田区 车公庙,互联网,B轮,100-499人,https://www.zhipin.com/job_detail/ed322b4fec7fa68f1X1-2dW4GFA~.html
39,安全数据分析师,15k-25k,1-3年,大专,深信服科技,深圳  ,计算机软件,已上市,1000-9999人,https://www.zhipin.com/job_detail/4e3ec9da51a314ff1HF_3tW9FFM~.html
61,数据分析师,7k-12k·13薪,1-3年,本科,深圳宝家乡墅科技,深圳 南山区 科技园,工程施工,天使轮,100-499人,https://www.zhipin.com/job_detail/f18acedf0ea10a2c1X1-3di0EVc~.html
2,游戏数据分析师,10k-20k,1-3年,本科,深圳冰川网络,深圳 南山区 科技园,游戏,已上市,500-999人,https://www.zhipin.com/job_detail/6507b7414acebaee1n1_29q5Flo~.html
161,客户支持工程师 –数据分析（华为外包）,10k-15k,经验不限,本科,深圳华为,深圳 龙岗区 坂田,通信/网络设备,不需要融资,10000人以上,https://www.zhipin.com/job_detail/eeaac53a044832571HV42ty9FlQ~.html
193,电力数据分析师,12-15K,1年以内,硕士,深圳汽航院,深圳 南山区 西丽,汽车零部件,未融资,0-20人,https://www.zhipin.com/job_detail/4dad8b888738824b1X1y39-8F1s~.html
183,数据分析师,14-28K,经验不限,本科,深圳小安时代,深圳 南山区 科技园,互联网金融,B轮,100-499人,https://www.zhipin.com/job_detail/731faa76d56ccdaa1XB_09u_F1M~.html
157,数据分析师,7k-13k,1年以内,本科,深圳云创智慧空间,深圳 福田区 香蜜湖,互联网,天使轮,20-99人,https://www.zhipin.com/job_detail/f583f1752fb3a7721nR92t-_Elo~.html
59,数据分析师,20k-30k,1-3年,硕士,深圳云天励飞,深圳 南山区 科技园,移动互联网,B轮,500-999人,https://www.zhipin.com/job_detail/1213e68421d66ed51HZ-2dW4EFE~.html
24,【华为桌面云】项目数据分析,6k-8k,1-3年,大专,神州信息,深圳 龙岗区 坂田,计算机软件,已上市,1000-9999人,https://www.zhipin.com/job_detail/a9c299c36d6afb201HJ7296_E1I~.html
245,数据分析师,7k-12k,3-5年,大专,圣莉斯歌美容连锁,深圳 龙华区 观澜,美容/美发,不需要融资,10000人以上,https://www.zhipin.com/job_detail/d2ae1ce0093f82e21XN83Nm0FVQ~.html
15,数据分析师/BI,10k-20k,1-3年,大专,盛迪嘉支付,深圳 南山区 科技园,移动互联网,不需要融资,100-499人,https://www.zhipin.com/job_detail/f81fb25ed330ea011nBy2dm0FlQ~.html
174,数据分析员,4-6K,经验不限,中专/中技,世纪冠航,深圳 罗湖区 火车站,物流/仓储,不需要融资,100-499人,https://www.zhipin.com/job_detail/1757c4b39a13a8291HB43di7GVA~.html
92,高级数据分析师,26k-52k,3-5年,硕士,顺丰速运,深圳 南山区 科技园,其他行业,已上市,10000人以上,https://www.zhipin.com/job_detail/46d00762642e58741XNz3t--E1c~.html
122,数据分析,5k-8k,1年以内,本科,私募排排网,深圳 福田区 新洲,互联网金融,不需要融资,100-499人,https://www.zhipin.com/job_detail/da3366bcd53732c61nN63NW0GVM~.html
151,数据分析,5k-8k,1-3年,本科,私募排排网,深圳 福田区 新洲,互联网金融,不需要融资,100-499人,https://www.zhipin.com/job_detail/46f74cdd178c714a1nx73N-6GFM~.html
9,数据分析师,10k-15k,3-5年,本科,随手科技,深圳 南山区 科技园,互联网,C轮,1000-9999人,https://www.zhipin.com/job_detail/8d762520184b8c9b1HR-3N-1E1s~.html
34,数据分析师,13k-25k,3-5年,本科,随手科技,深圳 南山区 科技园,互联网,C轮,1000-9999人,https://www.zhipin.com/job_detail/80a36713f292d6831HV_09S_F1E~.html
178,数据分析项目经理,15-25K,5-10年,本科,随手科技,深圳 南山区 科技园,互联网,C轮,1000-9999人,https://www.zhipin.com/job_detail/02c420f2979117f11HB_2tW8FlQ~.html
194,数据分析师（渠道方向）,13-25K,3-5年,本科,随手科技,深圳 南山区 科技园,互联网,C轮,1000-9999人,https://www.zhipin.com/job_detail/c5a763e91a02b59e1nN62tS_FlY~.html
171,高级数据分析挖掘工程师,30k-50k,5-10年,本科,索信达,深圳 罗湖区 火车站,数据服务,不需要融资,100-499人,https://www.zhipin.com/job_detail/594505f2065ac48b1HB-39i9Elo~.html
6,GY0-高级数据分析工程师,23k-45k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/5228ca0586b15a311HF929W_ElU~.html
10,腾讯视频会员数据分析工程师,20k-40k,1-3年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/041930a0bfb429711XN_0tW0FFE~.html
19,23486-证券数据分析工程师,30k-60k,经验不限,硕士,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/eb4fd9ff216248d11XJ-0965GVs~.html
20,数据分析工程师,20k-40k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/2e0e4098558eb1a11XJ82tu8FlU~.html
26,腾讯社交广告数据分析工程师,29k-55k,3-5年,硕士,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/4727177c1e05346a1HRz2tW5FVc~.html
41,高级数据分析师（深圳）,30k-60k,5-10年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/5c20c24db26a535d1HBz2tS_E1o~.html
47,29912-数据分析-运营开发,20k-40k,1-3年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/6a0ed881fe85829f1HBy2d67FVA~.html
56,29912-数据分析-运营开发,25k-50k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/9e26b80e5e4d0a6e1HB63d67EVA~.html
57,数据分析-运营开发,20k-35k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/bb2f40d9829fcddd1Hdz09q0F1o~.html
89,在线教育数据分析高级工程师,30k-50k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/55e5b6608bd6d8771HV-3dy-Flc~.html
94,微信支付数据分析师,17k-30k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/6819a307f0a266821Xx62ti7ElA~.html
128,腾讯社交广告高级数据分析工程师,30k-60k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/be240d14fc0ab16e1X193dq-E1E~.html
154,23486-证券数据分析工程师,18k-30k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/28881b286afd68881HJ73N6-EFs~.html
158,数据分析师,15k-30k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/f8f0810df751e27a1ndy3t-1Elo~.html
184,高级数据分析师,25-50K,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/c7c8871f2f8201c51HZz3tS0GVE~.html
232,数据分析师,20k-40k,3-5年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/5b3250812d7c7bd61n1-2tm6F1c~.html
235,15665-RPG类手游数据分析(深圳),26k-31k,5-10年,本科,腾讯,深圳 南山区 科技园,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/39430aa5c9a90e601n1z3ty5EVA~.html
236,QQ后台高级数据分析工程师,20k-40k,1-3年,本科,腾讯,深圳 南山区 南头,互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/7b94ba16eee6a9c41Xxy3921FVY~.html
99,数据分析平台开发工程师,20k-30k,3-5年,本科,腾讯互娱,深圳 南山区 科技园,游戏,不需要融资,10000人以上,https://www.zhipin.com/job_detail/ab4e478f4cce5f441Hdz39-1GVs~.html
42,数据分析专员,5k-8k,1-3年,中专/中技,天天惠,深圳  ,生活服务,未融资,1000-9999人,https://www.zhipin.com/job_detail/107572c95f6ce32e1HZy3Ni-FVI~.html
188,高级数据分析师,15-25K,经验不限,本科,投哪网,深圳 福田区 香蜜湖,互联网金融,C轮,1000-9999人,https://www.zhipin.com/job_detail/4e101f4aa846732b1Xxy09W9FFs~.html
190,高级数据分析师/经理,20-40K,3-5年,本科,投哪网,深圳 福田区 香蜜湖,互联网金融,C轮,1000-9999人,https://www.zhipin.com/job_detail/db268a289a9e0c8a1XZ60967EFM~.html
191,数据分析副总/高级经理,20-40K,5-10年,本科,投哪网,深圳 福田区 香蜜湖,互联网金融,C轮,1000-9999人,https://www.zhipin.com/job_detail/6ed9f8d83c1b06331XZ82du8GFM~.html
227,数据分析师,8-12K,1-3年,本科,顽皮狗,深圳 南山区 南头,广告营销,未融资,20-99人,https://www.zhipin.com/job_detail/7b53bf7cd980ef0f1HZ53t66GFY~.html
117,数据分析师,15k-25k,3-5年,本科,万屏时代,深圳  ,互联网,A轮,20-99人,https://www.zhipin.com/job_detail/f147af0e0f3f61dc1HB839u0EVY~.html
84,数据分析师,12k-24k,3-5年,本科,万兴科技,深圳 南山区 科技园,计算机软件,已上市,500-999人,https://www.zhipin.com/job_detail/b25abf8e1518a9f21XB53dm8ElA~.html
207,资深数据分析开发工程师,15-25K,3-5年,本科,万兴科技,深圳 南山区 科技园,计算机软件,已上市,500-999人,https://www.zhipin.com/job_detail/7e0c4b402f9c8ad10HV72di4Fg~~.html
81,数据分析师,11k-18k·13薪,3-5年,硕士,微众税银,深圳 南山区 科技园,互联网金融,C轮,100-499人,https://www.zhipin.com/job_detail/7cc2e53acd8911271HR52d2-FVU~.html
243,数据分析师,10k-20k,3-5年,本科,维拓智能科技,深圳 南山区 南头,智能硬件,A轮,20-99人,https://www.zhipin.com/job_detail/575fde82b2abd2e51Xd63Nu_FVQ~.html
155,风控数据分析,10k-20k,1-3年,本科,我来贷WeLab,深圳 南山区 深圳湾,互联网,B轮,500-999人,https://www.zhipin.com/job_detail/0ead3117e5005f411nZz29u4GVE~.html
51,数据分析师,10k-15k·14薪,1-3年,本科,希为科技,深圳 罗湖区 地王,企业服务,不需要融资,20-99人,https://www.zhipin.com/job_detail/073378735e98cdf71XV-0t-8ElQ~.html
66,数据分析师,20k-40k,3-5年,本科,小步网络,深圳 宝安区 西乡,移动互联网,B轮,100-499人,https://www.zhipin.com/job_detail/d5143635a53ac3051Hd-2N61E1I~.html
136,财务数据分析,11k-20k,3-5年,本科,小赢科技,深圳 南山区 深圳湾,互联网,已上市,500-999人,https://www.zhipin.com/job_detail/dc3510aa5ed4a6881HJ_29i7FFM~.html
28,高级数据分析师,15k-20k,3-5年,本科,新浪爱问普惠,深圳 南山区 科技园,互联网金融,未融资,100-499人,https://www.zhipin.com/job_detail/5028ae488b6cc3e61HJ-2ty5EFc~.html
50,数据分析师,15k-20k,3-5年,本科,新浪爱问普惠,深圳 南山区 科技园,互联网金融,未融资,100-499人,https://www.zhipin.com/job_detail/9e52c629821291d81HV729i0GVU~.html
226,数据分析师,8-12K,3-5年,本科,信安数据,深圳 福田区 华强北,数据服务,A轮,20-99人,https://www.zhipin.com/job_detail/7048fa6ffc1d2cba1Hd609y8ElE~.html
86,高级数据分析师,20k-40k,1-3年,本科,信用生活,深圳 南山区 南头,互联网金融,A轮,20-99人,https://www.zhipin.com/job_detail/c20136da64f7d0311HJ62N2_FFM~.html
238,BI数据分析师,6k-12k,1-3年,本科,星盘数据,深圳 南山区 科技园,数据服务,未融资,0-20人,https://www.zhipin.com/job_detail/3ec0de0d6159b6720HZ72ty9Fw~~.html
32,数据分析师,10k-15k,1-3年,硕士,熊猫书院,深圳  ,互联网,A轮,100-499人,https://www.zhipin.com/job_detail/9a9421457697acad1HJ40tS1FlQ~.html
82,数据分析实习生,4k-6k,1年以内,硕士,熊猫书院,深圳  ,互联网,A轮,100-499人,https://www.zhipin.com/job_detail/f99a08168aa4824a1HJ40tS0FFs~.html
105,实习岗-数据分析师,4k-6k,经验不限,硕士,熊猫书院,深圳  ,互联网,A轮,100-499人,https://www.zhipin.com/job_detail/08c260342fc92fa21HJ-3tu1FFc~.html
75,数据分析师,15k-30k,3-5年,本科,迅雷网络,深圳 南山区 科技园,互联网,已上市,1000-9999人,https://www.zhipin.com/job_detail/5a1f6596320dda9e1n182N2_FVo~.html
202,数据分析师,15-25K,1-3年,本科,牙邦科技,深圳 宝安区 西乡,电子商务,未融资,100-499人,https://www.zhipin.com/job_detail/9830f6c0499aa66f1Hd53d-6ElE~.html
53,数据分析师（跨境电商）,6k-11k,1-3年,大专,亚声威格科技,深圳 龙岗区 坂田,互联网,未融资,500-999人,https://www.zhipin.com/job_detail/ab08d0da775b1ac81HZ43t6_EFU~.html
76,数据分析员,5k-6k,经验不限,本科,燕文物流,深圳 宝安区 西乡,电子商务,C轮,1000-9999人,https://www.zhipin.com/job_detail/d40114385322ec401HB43d-1GFM~.html
45,数据分析,7k-10k,1-3年,本科,亿达信息,深圳 南山区 科技园,计算机软件,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/9635d3573edeee671HJ50tu6GFo~.html
196,数据分析师,18-35K,3-5年,本科,银河咨询,深圳 福田区 车公庙,生活服务,未融资,100-499人,https://www.zhipin.com/job_detail/18ebad5c8f4508051HR809i1EVA~.html
8,数据分析工程师,10k-15k,1-3年,本科,英视睿达,深圳 福田区 华强北,数据服务,未融资,100-499人,https://www.zhipin.com/job_detail/0274af12f7ef75651XB929-4FlQ~.html
187,数据分析工程师,8-15K,经验不限,本科,游惠宝,深圳 龙岗区 坂田,互联网,未融资,20-99人,https://www.zhipin.com/job_detail/f9e84c25d6461db21nF_0ti_FQ~~.html
83,数据分析专员,4k-6k,经验不限,本科,与杉科技,深圳 南山区 西丽,互联网金融,B轮,500-999人,https://www.zhipin.com/job_detail/968041a1c6d65d071HR43NS5FlE~.html
110,数据分析师,7k-14k,1-3年,本科,羽实箫恩,深圳 福田区 益田村,计算机软件,已上市,100-499人,https://www.zhipin.com/job_detail/392caebf08c7619b1XN40tm9FVE~.html
177,数据分析师,15-22K,1-3年,本科,元气弹,深圳 南山区 科技园,互联网金融,天使轮,0-20人,https://www.zhipin.com/job_detail/731c072e4d7e8f0e1HJ429m1GVA~.html
116,兼职数据分析师,10k-15k,经验不限,硕士,远道工作室,深圳 福田区 石厦,数据服务,未融资,0-20人,https://www.zhipin.com/job_detail/bd19dbe46d63c4911Hd52dy4GVE~.html
166,商品专员-（商品数据分析方向）,7k-14k,3-5年,本科,泽汇科技,深圳 龙岗区 坂田,电子商务,未融资,1000-9999人,https://www.zhipin.com/job_detail/d1fd98177f6fd6a21HF539y9E1o~.html
176,产品开发助理/电商数据分析,4-6K,应届生,本科,折800,深圳 龙岗区 坂田,互联网,C轮,1000-9999人,https://www.zhipin.com/job_detail/dc4f97147f5cc52a1XFy3NW6EVM~.html
40,高级数据分析师（平台技术部）,11k-20k,3-5年,本科,珍爱网,深圳 南山区 深圳湾,社交网络,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/57b7116de1e559a01nJz2969GFo~.html
139,数据分析师,10k-20k,3-5年,本科,珍爱网,深圳 南山区 深圳湾,社交网络,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/7dc3252272ec6f9d1n172dq-EVs~.html
244,数据分析师,10k-20k,3-5年,本科,值尚互动,深圳 福田区 梅林,游戏,不需要融资,100-499人,https://www.zhipin.com/job_detail/59ee2325a61f6e861X162dS0FFc~.html
113,数据分析师,15k-25k,5-10年,硕士,致远速联,深圳  ,互联网金融,不需要融资,100-499人,https://www.zhipin.com/job_detail/2f5689ae04cca5c61XV_39m9ElQ~.html
23,数据分析师,20k-40k,3-5年,本科,智慧科技,深圳 南山区 深圳湾,通信/网络设备,不需要融资,500-999人,https://www.zhipin.com/job_detail/2756acd16a110eea1HZ82d66FFM~.html
169,EXCEL 数据分析,4k-9k,经验不限,学历不限,智在咨询,深圳 龙岗区 龙岗中心城,咨询,未融资,0-20人,https://www.zhipin.com/job_detail/d8868e7aabd3a1a61HB-3Nm6FFs~.html
209,数据分析师,13-26K,经验不限,本科,中航证券,深圳 福田区 华强北,互联网金融,已上市,1000-9999人,https://www.zhipin.com/job_detail/ea8dbf4a109f7bb41nR_09q7E1c~.html
223,反欺诈数据分析师（征信） (MJ000141),8-13K,1-3年,学历不限,中腾信,深圳 南山区 科技园,互联网金融,B轮,10000人以上,https://www.zhipin.com/job_detail/12662cd01d69ff681Xd63t29E1c~.html
224,数据分析师（催收方向） (MJ000046),8-15K,1-3年,学历不限,中腾信,深圳 南山区 科技园,互联网金融,B轮,10000人以上,https://www.zhipin.com/job_detail/39b0634d90394c621XZ93tS-EVs~.html
43,高级数据分析师,15k-30k,3-5年,硕士,中天安驰,深圳 南山区 科技园,智能硬件,B轮,100-499人,https://www.zhipin.com/job_detail/05d9359909aa9d101n1_29u1EFU~.html
249,数据分析师,12k-16k,1年以内,本科,中亿金融集团,深圳 福田区 车公庙,互联网金融,未融资,100-499人,https://www.zhipin.com/job_detail/5cb4a9c82f159a6a1nJ-2d-5E1E~.html
35,数据分析助理,5k-7k,1-3年,本科,卓旺科技有限公司,深圳 龙华区 龙华,电子商务,未融资,20-99人,https://www.zhipin.com/job_detail/a7007464d9e04d131XF62Nq8F1A~.html
165,数据分析专家,15k-30k,5-10年,本科,卓轩科技,深圳 南山区 深圳湾,数据服务,A轮,100-499人,https://www.zhipin.com/job_detail/1370a166478697db1HB53t28ElE~.html
222,数据分析工程师,8-13K,1-3年,本科,紫金支点,深圳 南山区 南头,通信/网络设备,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/9a751b850256613b1HB809i_FFo~.html
37,数据分析师,4k-8k,1-3年,本科,自然醒,深圳 宝安区 西乡,贸易/进出口,B轮,1000-9999人,https://www.zhipin.com/job_detail/38ae48193a9072781nBy3N60E1A~.html
